fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total_acidity,quality
-0.5062572126348576,1.0840718933961968,-1.395226044795831,-0.6604018032481128,-0.19350313511342962,-0.45565710934602455,-0.32993197451766154,0.6483687121558168,1.4484484902962538,-0.638601135843978,-0.9761253221483046,-0.4057529328408915,5.0
-0.23787585067774644,2.171449517530765,-1.395226044795831,0.9800503458322536,1.3416915620043568,1.0763855535888065,0.9037358613222936,0.0395628617367477,-0.7832481159295059,0.3722451432002611,-0.5828426067102074,-0.010986313058363098,5.0
-0.23787585067774644,1.4465311014410531,-1.188917738645926,0.27699942479781037,0.9230020991540512,-0.01793063422178712,0.4177455017489779,0.161324031820548,-0.3513068373051676,0.1195335734392011,-0.5828426067102074,-0.09266216542716153,5.0
2.043365725957701,-1.4531425629177939,1.4930902413028375,-0.6604018032481128,-0.2632847122551472,0.20093260334033158,0.6420487446289698,0.7701298822396171,-1.0712089683457335,-0.47012675600327225,-0.5828426067102074,1.8947835755469453,6.0
-0.5062572126348576,1.0840718933961968,-1.395226044795831,-0.6604018032481128,-0.19350313511342962,-0.45565710934602455,-0.32993197451766154,0.6483687121558168,1.4484484902962538,-0.638601135843978,-0.9761253221483046,-0.4057529328408915,5.0
-0.5062572126348576,0.8424324213662934,-1.395226044795831,-0.8947521102595933,-0.2632847122551472,-0.23679387178390582,-0.10562873163766971,0.6483687121558168,1.4484484902962538,-0.638601135843978,-0.9761253221483046,-0.4329782169638239,5.0
-0.17078051018846818,0.4799732133214372,-1.0857635855709735,-1.363452724282555,-0.6819741751054519,-0.01793063422178712,0.6046648708156378,-0.2039594784309205,-0.06334598488893994,-1.480973035047511,-0.9761253221483046,-0.13350009161156134,5.0
-0.5733525531241358,0.7820225533588174,-1.395226044795831,-2.300853952328479,-0.9611004836723224,-0.01793063422178712,-0.8159223340909771,-1.2998100091851907,0.584565933047574,-1.396735845127158,-0.38620124899115954,-0.5078477483018898,7.0
-0.23787585067774644,0.35915347730648517,-1.2920718917208784,-0.42605149623663174,-0.40284786653858246,-0.6745203469081432,-0.9280739555309732,0.0395628617367477,0.36859529373540156,-0.5543639459236256,-0.8778046432887807,-0.215175943980361,7.0
-0.43916187214557995,-0.12412546675332242,0.4615487105533128,0.042649117786330376,-0.5424110208220176,0.20093260334033158,2.2121714447889125,0.6483687121558168,0.2966050806313463,1.3830914222445,0.10540214530646162,-0.47381614314822373,5.0
-0.9759245960598029,0.35915347730648517,-0.9826094324960211,-0.8947521102595933,1.2719099848626392,-0.01793063422178712,0.8289681136956296,-0.5083624036404212,-0.20732641109705377,-0.8070755156846846,-1.1727666798673542,-0.9638712573610173,5.0
-0.43916187214557995,-0.12412546675332242,0.4615487105533128,0.042649117786330376,-0.5424110208220176,0.20093260334033158,2.2121714447889125,0.6483687121558168,0.2966050806313463,1.3830914222445,0.10540214530646162,-0.47381614314822373,5.0
-1.7139733414418599,0.5705880153326512,-1.395226044795831,-1.363452724282555,0.7136573677288983,0.09150098455927223,0.6046648708156378,-1.4824517643109587,1.952379982024654,-0.9755498955253913,-0.48452192785068343,-1.6887444471341084,5.0
-0.23787585067774644,0.5403830813289132,0.10050917479097927,-1.363452724282555,2.4581967962718374,-0.6745203469081432,-0.5168513435843214,0.4048463719881486,-0.3513068373051676,-0.1331779963218589,-1.271087358726878,-0.19475698088816049,5.0
0.5001728947043106,0.6007929493363893,-0.46683866712125904,0.042649117786330376,0.015841596311723202,-0.12736225300284648,-0.18039647926433366,1.1354133924910856,-1.0712089683457335,2.056988941607326,-1.1727666798673542,0.5607446535232296,5.0
0.5001728947043106,0.6007929493363893,-0.41526159058378276,0.042649117786330376,0.015841596311723202,-0.12736225300284648,-0.18039647926433366,1.1354133924910856,-0.9992187552416782,2.478174891209093,-1.1727666798673542,0.5607446535232296,5.0
0.23179153274719883,-1.4531425629177939,1.4930902413028375,-0.8947521102595933,0.9230020991540512,2.1707017413994003,2.2495553186022446,0.10044344677864785,-0.06334598488893994,0.9619054726427335,0.10540214530646162,0.05707689724896913,7.0
-0.03658982920991292,0.23833374129153376,0.0489320982535033,-1.1291024172710744,0.015841596311723202,0.09150098455927223,0.49251324937564184,0.0395628617367477,-1.4311600338660198,-0.1331779963218589,-1.0744460010078285,-0.0245989551198293,5.0
-0.5062572126348576,0.4195633453139612,-0.9826094324960211,0.042649117786330376,0.5043126363037455,-1.0028152032513213,-0.5168513435843214,0.4048463719881486,0.5125757199435154,-1.144024275366098,-1.369408037586402,-0.4806224641789568,4.0
-0.17078051018846818,-1.21150309088789,1.2352048586154563,-0.8947521102595933,0.015841596311723202,0.20093260334033158,0.49251324937564184,0.10044344677864785,-1.9350915255944166,-0.1331779963218589,-1.1727666798673542,-0.3240770804720918,6.0
0.5001728947043106,-1.81560177096265,1.0804736290030275,-0.8947521102595933,-0.12372155797171201,1.5141120287130438,0.6420487446289698,0.0395628617367477,0.584565933047574,-0.891312705605038,-0.9761253221483046,0.28849181229390064,6.0
-0.3720665316563023,-0.7886340148355581,0.2036633278659318,0.27699942479781037,0.22518632773687602,0.8575223160266877,1.0532713565756215,0.8918910523234174,1.5204387034003122,0.1195335734392011,-0.6811632855697329,-0.48062246417895743,5.0
-0.17078051018846818,-0.5469945428056543,-0.3121074375088304,-1.363452724282555,1.8999441791380967,-0.5650887281270839,-0.21778035307766563,-0.08219830834705259,-0.9992187552416782,2.309700511368386,-0.8778046432887807,-0.2492075491340265,5.0
0.23179153274719883,-0.18453533476079845,-0.8278782028835926,0.27699942479781037,0.36474948202031127,-0.6745203469081432,0.9037358613222936,0.0395628617367477,-0.9992187552416782,-0.891312705605038,-0.9761253221483046,0.2000096388943679,5.0
-0.841733915081247,-0.7282241468280821,-0.6731469732711638,0.5113497318092914,0.43453105916202883,0.638659078464569,-0.10562873163766971,0.0395628617367477,0.8725267854638016,-0.04894080640150557,-0.6811632855697329,-0.9502586152995506,6.0
